threshold,bet_side,n_bets,hit_rate,avg_return_per_bet,total_units,return_vol,per_bet_sharpe,max_drawdown_units,avg_abs_edge,avg_model_prob_over,avg_market_prob_over,avg_points_line,meets_min_bets,diagnostic_type,scoring_role,line_bucket,market_prob_bucket,abs_edge_bucket,minutes_bucket,contact_bucket,matchup_pts_bucket,matchup_contact_bucket
0.025,,473.0,0.46511627906976744,-0.12774198013552557,-60.42195660410359,0.9373717408719601,-0.1362767561316684,-72.2002349760211,0.06270423286088293,0.4689644099076179,0.4999155504724428,13.59725158562368,True,matchup_contact,,,,,,,,"(-0.0333, 0.633]"
0.1,,67.0,0.4626865671641791,-0.13577886890368498,-9.097184216546895,0.9391475289578729,-0.1445767195430438,-13.213963513252247,0.12232608809892619,0.4181306319518634,0.49773569439854715,16.67910447761194,True,matchup_pts,,,,,,,"(-2.5, -0.775]",
0.1,,37.0,0.4594594594594595,-0.1389499752188208,-5.141149083096369,0.9474258681578868,-0.14666052499599372,-10.32248372110125,0.11861601640626991,0.4416361781692299,0.4976812741143902,13.716216216216216,True,contact,,,,,,"(0.0038900000000000002, 0.0619]",,
0.1,,81.0,0.4567901234567901,-0.14373870397972732,-11.642835022357913,0.9405769405431225,-0.15281971924245505,-19.37162275364594,0.12272634489413382,0.397821030854613,0.5000222479837397,17.425925925925927,True,role,starter,,,,,,,
0.1,,55.0,0.45454545454545453,-0.14662163599945663,-8.064189979970115,0.9440440849316767,-0.155312276555462,-8.516974877550503,0.12147676937296484,0.4387286151902059,0.4966077702595237,11.663636363636364,True,role,rotation,,,,,,,
0.075,,123.0,0.45528455284552843,-0.1491376571735253,-18.343931832343614,0.9352468338077394,-0.159463418407235,-18.398237150681474,0.10536769095978432,0.4234495033438116,0.4976471059961015,16.101626016260163,True,matchup_pts,,,,,,,"(-0.775, 1.232]",
0.1,,58.0,0.43103448275862066,-0.19029844716253963,-11.037309935427299,0.939071902385338,-0.20264523587508287,-10.037309935427297,0.1288039295991226,0.3920536264200121,0.4972509106642999,17.982758620689655,True,matchup_pts,,,,,,,"(-0.775, 1.232]",
0.05,,46.0,0.41304347826086957,-0.22367003136654073,-10.288821442860874,0.9361431420519181,-0.23892716970214806,-11.184598621656916,0.17037757416993318,0.35390468760421834,0.4996469248529948,22.347826086956523,True,edge,,,,edge_15_plus,,,,
0.075,,46.0,0.41304347826086957,-0.22367003136654073,-10.288821442860874,0.9361431420519181,-0.23892716970214806,-11.184598621656916,0.17037757416993318,0.35390468760421834,0.4996469248529948,22.347826086956523,True,edge,,,,edge_15_plus,,,,
0.1,,46.0,0.41304347826086957,-0.22367003136654073,-10.288821442860874,0.9361431420519181,-0.23892716970214806,-11.184598621656916,0.17037757416993318,0.35390468760421834,0.4996469248529948,22.347826086956523,True,edge,,,,edge_15_plus,,,,
0.025,,46.0,0.41304347826086957,-0.22367003136654073,-10.288821442860874,0.9361431420519181,-0.23892716970214806,-11.184598621656916,0.17037757416993318,0.35390468760421834,0.4996469248529948,22.347826086956523,True,edge,,,,edge_15_plus,,,,
0.1,,54.0,0.4074074074074074,-0.23558413643148712,-12.721543367300304,0.9313797355106811,-0.25294101583852363,-13.507257653014591,0.1195335536933862,0.40843091981818347,0.49550598448257854,12.222222222222221,True,line,,mid_line,,,,,,
0.1,,57.0,0.38596491228070173,-0.27764181800492893,-15.82558362628095,0.919796076575878,-0.30185149195080857,-18.641462876618203,0.12728654036037051,0.39409751191388964,0.4995822261892589,16.833333333333332,True,matchup_contact,,,,,,,,"(-0.0333, 0.633]"
