date,player,game,side,line,american_odds
2026-03-05,Devin Vassell,Detroit Pistons @ San Antonio Spurs,Over,14.5,-105
2026-03-05,Devin Vassell,Detroit Pistons @ San Antonio Spurs,Under,14.5,-122
2026-03-05,Tobias Harris,Detroit Pistons @ San Antonio Spurs,Over,13.5,-105
2026-03-05,Tobias Harris,Detroit Pistons @ San Antonio Spurs,Under,13.5,-121
2026-03-05,Keldon Johnson,Detroit Pistons @ San Antonio Spurs,Over,11.5,100
2026-03-05,Keldon Johnson,Detroit Pistons @ San Antonio Spurs,Under,11.5,-127
2026-03-05,Duncan Robinson,Detroit Pistons @ San Antonio Spurs,Over,10.5,-129
2026-03-05,Duncan Robinson,Detroit Pistons @ San Antonio Spurs,Under,10.5,101
2026-03-05,Dylan Harper,Detroit Pistons @ San Antonio Spurs,Over,10.5,-108
2026-03-05,Dylan Harper,Detroit Pistons @ San Antonio Spurs,Under,10.5,-118
2026-03-05,Ausar Thompson,Detroit Pistons @ San Antonio Spurs,Over,9.5,-126
2026-03-05,Ausar Thompson,Detroit Pistons @ San Antonio Spurs,Under,9.5,-101
2026-03-05,Julian Champagnie,Detroit Pistons @ San Antonio Spurs,Over,9.5,-123
2026-03-05,Julian Champagnie,Detroit Pistons @ San Antonio Spurs,Under,9.5,-104
2026-03-05,Isaiah Stewart II,Detroit Pistons @ San Antonio Spurs,Over,8.5,-101
2026-03-05,Isaiah Stewart II,Detroit Pistons @ San Antonio Spurs,Under,8.5,-126
2026-03-05,Ron Holland,Detroit Pistons @ San Antonio Spurs,Over,7.5,-104
2026-03-05,Ron Holland,Detroit Pistons @ San Antonio Spurs,Under,7.5,-122
2026-03-05,Anthony Edwards,Toronto Raptors @ Minnesota Timberwolves,Over,28.5,-118
2026-03-05,Anthony Edwards,Toronto Raptors @ Minnesota Timberwolves,Under,28.5,-108
2026-03-05,Brandon Ingram,Toronto Raptors @ Minnesota Timberwolves,Over,21.5,-110
2026-03-05,Brandon Ingram,Toronto Raptors @ Minnesota Timberwolves,Under,21.5,-116
2026-03-05,Julius Randle,Toronto Raptors @ Minnesota Timberwolves,Over,18.5,-122
2026-03-05,Julius Randle,Toronto Raptors @ Minnesota Timberwolves,Under,18.5,-105
2026-03-05,R.J. Barrett,Toronto Raptors @ Minnesota Timberwolves,Over,17.5,-125
2026-03-05,R.J. Barrett,Toronto Raptors @ Minnesota Timberwolves,Under,17.5,-102
2026-03-05,Scottie Barnes,Toronto Raptors @ Minnesota Timberwolves,Over,17.5,-107
2026-03-05,Scottie Barnes,Toronto Raptors @ Minnesota Timberwolves,Under,17.5,-120
2026-03-05,Immanuel Quickley,Toronto Raptors @ Minnesota Timberwolves,Over,17.5,-102
2026-03-05,Immanuel Quickley,Toronto Raptors @ Minnesota Timberwolves,Under,17.5,-125
2026-03-05,Jaden McDaniels,Toronto Raptors @ Minnesota Timberwolves,Over,13.5,-111
2026-03-05,Jaden McDaniels,Toronto Raptors @ Minnesota Timberwolves,Under,13.5,-115
2026-03-05,Naz Reid,Toronto Raptors @ Minnesota Timberwolves,Over,11.5,-125
2026-03-05,Naz Reid,Toronto Raptors @ Minnesota Timberwolves,Under,11.5,-102
2026-03-05,Donte DiVincenzo,Toronto Raptors @ Minnesota Timberwolves,Over,11.5,-104
2026-03-05,Donte DiVincenzo,Toronto Raptors @ Minnesota Timberwolves,Under,11.5,-122
2026-03-05,Ayo Dosunmu,Toronto Raptors @ Minnesota Timberwolves,Over,10.5,-129
2026-03-05,Ayo Dosunmu,Toronto Raptors @ Minnesota Timberwolves,Under,10.5,101
2026-03-05,Rudy Gobert,Toronto Raptors @ Minnesota Timberwolves,Over,10.5,100
2026-03-05,Rudy Gobert,Toronto Raptors @ Minnesota Timberwolves,Under,10.5,-128
2026-03-05,Jakob Poeltl,Toronto Raptors @ Minnesota Timberwolves,Over,9.5,-124
2026-03-05,Jakob Poeltl,Toronto Raptors @ Minnesota Timberwolves,Under,9.5,-103
2026-03-05,Sandro Mamukelashvili,Toronto Raptors @ Minnesota Timberwolves,Over,8.5,-101
2026-03-05,Sandro Mamukelashvili,Toronto Raptors @ Minnesota Timberwolves,Under,8.5,-127
2026-03-05,Jamal Shead,Toronto Raptors @ Minnesota Timberwolves,Over,6.5,-101
2026-03-05,Jamal Shead,Toronto Raptors @ Minnesota Timberwolves,Under,6.5,-126
2026-03-05,Devin Booker,Chicago Bulls @ Phoenix Suns,Over,24.5,-107
2026-03-05,Devin Booker,Chicago Bulls @ Phoenix Suns,Under,24.5,-119
2026-03-05,Jalen Green,Chicago Bulls @ Phoenix Suns,Over,18.5,-119
2026-03-05,Jalen Green,Chicago Bulls @ Phoenix Suns,Under,18.5,-107
2026-03-05,Grayson Allen,Chicago Bulls @ Phoenix Suns,Over,17.5,-123
2026-03-05,Grayson Allen,Chicago Bulls @ Phoenix Suns,Under,17.5,-103
2026-03-05,Josh Giddey,Chicago Bulls @ Phoenix Suns,Over,16.5,-112
2026-03-05,Josh Giddey,Chicago Bulls @ Phoenix Suns,Under,16.5,-113
2026-03-05,Matas Buzelis,Chicago Bulls @ Phoenix Suns,Over,16.5,-107
2026-03-05,Matas Buzelis,Chicago Bulls @ Phoenix Suns,Under,16.5,-120
2026-03-05,Collin Gillespie,Chicago Bulls @ Phoenix Suns,Over,14.5,-118
2026-03-05,Collin Gillespie,Chicago Bulls @ Phoenix Suns,Under,14.5,-108
2026-03-05,Guerschon Yabusele,Chicago Bulls @ Phoenix Suns,Over,11.5,102
2026-03-05,Guerschon Yabusele,Chicago Bulls @ Phoenix Suns,Under,11.5,-129
2026-03-05,Royce O'Neale,Chicago Bulls @ Phoenix Suns,Over,9.5,-112
2026-03-05,Royce O'Neale,Chicago Bulls @ Phoenix Suns,Under,9.5,-114
2026-03-05,Oso Ighodaro,Chicago Bulls @ Phoenix Suns,Over,9.5,-103
2026-03-05,Oso Ighodaro,Chicago Bulls @ Phoenix Suns,Under,9.5,-124
2026-03-05,Ryan Dunn,Chicago Bulls @ Phoenix Suns,Over,6.5,-107
2026-03-05,Ryan Dunn,Chicago Bulls @ Phoenix Suns,Under,6.5,-119
2026-03-05,Nikola Jokic,Los Angeles Lakers @ Denver Nuggets,Over,30.5,-119
2026-03-05,Nikola Jokic,Los Angeles Lakers @ Denver Nuggets,Under,30.5,-107
2026-03-05,Luka Doncic,Los Angeles Lakers @ Denver Nuggets,Over,30.5,-118
2026-03-05,Luka Doncic,Los Angeles Lakers @ Denver Nuggets,Under,30.5,-108
2026-03-05,Jamal Murray,Los Angeles Lakers @ Denver Nuggets,Over,25.5,-112
2026-03-05,Jamal Murray,Los Angeles Lakers @ Denver Nuggets,Under,25.5,-114
2026-03-05,LeBron James,Los Angeles Lakers @ Denver Nuggets,Over,20.5,-107
2026-03-05,LeBron James,Los Angeles Lakers @ Denver Nuggets,Under,20.5,-119
2026-03-05,Austin Reaves,Los Angeles Lakers @ Denver Nuggets,Over,19.5,-111
2026-03-05,Austin Reaves,Los Angeles Lakers @ Denver Nuggets,Under,19.5,-115
2026-03-05,Christian Braun,Los Angeles Lakers @ Denver Nuggets,Over,12.5,-121
2026-03-05,Christian Braun,Los Angeles Lakers @ Denver Nuggets,Under,12.5,-105
2026-03-05,Tim Hardaway Jr,Los Angeles Lakers @ Denver Nuggets,Over,12.5,-121
2026-03-05,Tim Hardaway Jr,Los Angeles Lakers @ Denver Nuggets,Under,12.5,-106
2026-03-05,Cameron Johnson,Los Angeles Lakers @ Denver Nuggets,Over,11.5,-110
2026-03-05,Cameron Johnson,Los Angeles Lakers @ Denver Nuggets,Under,11.5,-116
2026-03-05,Deandre Ayton,Los Angeles Lakers @ Denver Nuggets,Over,9.5,-120
2026-03-05,Deandre Ayton,Los Angeles Lakers @ Denver Nuggets,Under,9.5,-107
2026-03-05,Luke Kennard,Los Angeles Lakers @ Denver Nuggets,Over,8.5,-113
2026-03-05,Luke Kennard,Los Angeles Lakers @ Denver Nuggets,Under,8.5,-113
2026-03-05,Bruce Brown,Los Angeles Lakers @ Denver Nuggets,Over,8.5,-107
2026-03-05,Bruce Brown,Los Angeles Lakers @ Denver Nuggets,Under,8.5,-119
2026-03-05,Julian Strawther,Los Angeles Lakers @ Denver Nuggets,Over,8.5,-103
2026-03-05,Julian Strawther,Los Angeles Lakers @ Denver Nuggets,Under,8.5,-123
2026-03-05,Rui Hachimura,Los Angeles Lakers @ Denver Nuggets,Over,7.5,-121
2026-03-05,Rui Hachimura,Los Angeles Lakers @ Denver Nuggets,Under,7.5,-105
2026-03-05,Marcus Smart,Los Angeles Lakers @ Denver Nuggets,Over,7.5,-108
2026-03-05,Marcus Smart,Los Angeles Lakers @ Denver Nuggets,Under,7.5,-118
2026-03-05,Zion Williamson,New Orleans Pelicans @ Sacramento Kings,Over,23.5,-103
2026-03-05,Zion Williamson,New Orleans Pelicans @ Sacramento Kings,Under,23.5,-124
2026-03-05,Trey Murphy III,New Orleans Pelicans @ Sacramento Kings,Over,22.5,-121
2026-03-05,Trey Murphy III,New Orleans Pelicans @ Sacramento Kings,Under,22.5,-105
2026-03-05,Saddiq Bey,New Orleans Pelicans @ Sacramento Kings,Over,21.5,-110
2026-03-05,Saddiq Bey,New Orleans Pelicans @ Sacramento Kings,Under,21.5,-116
2026-03-05,Maxime Raynaud,New Orleans Pelicans @ Sacramento Kings,Over,15.5,-122
2026-03-05,Maxime Raynaud,New Orleans Pelicans @ Sacramento Kings,Under,15.5,-105
2026-03-05,Russell Westbrook,New Orleans Pelicans @ Sacramento Kings,Over,15.5,-105
2026-03-05,Russell Westbrook,New Orleans Pelicans @ Sacramento Kings,Under,15.5,-122
2026-03-05,Nique Clifford,New Orleans Pelicans @ Sacramento Kings,Over,14.5,-116
2026-03-05,Nique Clifford,New Orleans Pelicans @ Sacramento Kings,Under,14.5,-109
2026-03-05,DeMar DeRozan,New Orleans Pelicans @ Sacramento Kings,Over,14.5,-110
2026-03-05,DeMar DeRozan,New Orleans Pelicans @ Sacramento Kings,Under,14.5,-116
2026-03-05,Precious Achiuwa,New Orleans Pelicans @ Sacramento Kings,Over,13.5,-106
2026-03-05,Precious Achiuwa,New Orleans Pelicans @ Sacramento Kings,Under,13.5,-121
2026-03-05,Herb Jones,New Orleans Pelicans @ Sacramento Kings,Over,10.5,-105
2026-03-05,Herb Jones,New Orleans Pelicans @ Sacramento Kings,Under,10.5,-122
2026-03-04,Shai Gilgeous-Alexander,Oklahoma City Thunder @ New York Knicks,Over,31.5,-107
2026-03-04,Shai Gilgeous-Alexander,Oklahoma City Thunder @ New York Knicks,Under,31.5,-119
2026-03-04,Jalen Brunson,Oklahoma City Thunder @ New York Knicks,Over,24.5,-107
2026-03-04,Jalen Brunson,Oklahoma City Thunder @ New York Knicks,Under,24.5,-119
2026-03-04,Karl-Anthony Towns,Oklahoma City Thunder @ New York Knicks,Over,17.5,-109
2026-03-04,Karl-Anthony Towns,Oklahoma City Thunder @ New York Knicks,Under,17.5,-117
2026-03-04,Chet Holmgren,Oklahoma City Thunder @ New York Knicks,Over,16.5,-125
2026-03-04,Chet Holmgren,Oklahoma City Thunder @ New York Knicks,Under,16.5,-102
2026-03-04,OG Anunoby,Oklahoma City Thunder @ New York Knicks,Over,14.5,-127
2026-03-04,OG Anunoby,Oklahoma City Thunder @ New York Knicks,Under,14.5,100
2026-03-04,Mikal Bridges,Oklahoma City Thunder @ New York Knicks,Over,13.5,-117
2026-03-04,Mikal Bridges,Oklahoma City Thunder @ New York Knicks,Under,13.5,-109
2026-03-04,Josh Hart,Oklahoma City Thunder @ New York Knicks,Over,10.5,-126
2026-03-04,Josh Hart,Oklahoma City Thunder @ New York Knicks,Under,10.5,-101
2026-03-04,Isaiah Hartenstein,Oklahoma City Thunder @ New York Knicks,Over,9.5,-119
2026-03-04,Isaiah Hartenstein,Oklahoma City Thunder @ New York Knicks,Under,9.5,-107
2026-03-04,Isaiah Joe,Oklahoma City Thunder @ New York Knicks,Over,9.5,-108
2026-03-04,Isaiah Joe,Oklahoma City Thunder @ New York Knicks,Under,9.5,-118
2026-03-04,Jared McCain,Oklahoma City Thunder @ New York Knicks,Over,9.5,-103
2026-03-04,Jared McCain,Oklahoma City Thunder @ New York Knicks,Under,9.5,-124
2026-03-04,Cason Wallace,Oklahoma City Thunder @ New York Knicks,Over,8.5,-126
2026-03-04,Cason Wallace,Oklahoma City Thunder @ New York Knicks,Under,8.5,-101
2026-03-04,Luguentz Dort,Oklahoma City Thunder @ New York Knicks,Over,8.5,-122
2026-03-04,Luguentz Dort,Oklahoma City Thunder @ New York Knicks,Under,8.5,-104
2026-03-04,Landry Shamet,Oklahoma City Thunder @ New York Knicks,Over,8.5,-106
2026-03-04,Landry Shamet,Oklahoma City Thunder @ New York Knicks,Under,8.5,-120
2026-03-04,Jose Alvarado,Oklahoma City Thunder @ New York Knicks,Over,6.5,-103
2026-03-04,Jose Alvarado,Oklahoma City Thunder @ New York Knicks,Under,6.5,-124
2026-03-04,Alex Caruso,Oklahoma City Thunder @ New York Knicks,Over,6.5,101
2026-03-04,Alex Caruso,Oklahoma City Thunder @ New York Knicks,Under,6.5,-129
2026-03-04,Jaylen Brown,Charlotte Hornets @ Boston Celtics,Over,27.5,-122
2026-03-04,Jaylen Brown,Charlotte Hornets @ Boston Celtics,Under,27.5,-104
2026-03-04,Brandon Miller,Charlotte Hornets @ Boston Celtics,Over,19.5,-106
2026-03-04,Brandon Miller,Charlotte Hornets @ Boston Celtics,Under,19.5,-121
2026-03-04,Kon Knueppel,Charlotte Hornets @ Boston Celtics,Over,17.5,-124
2026-03-04,Kon Knueppel,Charlotte Hornets @ Boston Celtics,Under,17.5,-103
2026-03-04,LaMelo Ball,Charlotte Hornets @ Boston Celtics,Over,17.5,-103
2026-03-04,LaMelo Ball,Charlotte Hornets @ Boston Celtics,Under,17.5,-124
2026-03-04,Payton Pritchard,Charlotte Hornets @ Boston Celtics,Over,17.5,-101
2026-03-04,Payton Pritchard,Charlotte Hornets @ Boston Celtics,Under,17.5,-126
2026-03-04,Derrick White,Charlotte Hornets @ Boston Celtics,Over,16.5,-124
2026-03-04,Derrick White,Charlotte Hornets @ Boston Celtics,Under,16.5,-102
2026-03-04,Miles Bridges,Charlotte Hornets @ Boston Celtics,Over,12.5,-120
2026-03-04,Miles Bridges,Charlotte Hornets @ Boston Celtics,Under,12.5,-107
2026-03-04,Coby White,Charlotte Hornets @ Boston Celtics,Over,12.5,-108
2026-03-04,Coby White,Charlotte Hornets @ Boston Celtics,Under,12.5,-118
2026-03-04,Nikola Vucevic,Charlotte Hornets @ Boston Celtics,Over,10.5,-120
2026-03-04,Nikola Vucevic,Charlotte Hornets @ Boston Celtics,Under,10.5,-106
2026-03-04,Neemias Queta,Charlotte Hornets @ Boston Celtics,Over,9.5,-125
2026-03-04,Neemias Queta,Charlotte Hornets @ Boston Celtics,Under,9.5,-102
2026-03-04,Sam Hauser,Charlotte Hornets @ Boston Celtics,Over,9.5,-114
2026-03-04,Sam Hauser,Charlotte Hornets @ Boston Celtics,Under,9.5,-112
2026-03-04,Moussa Diabate,Charlotte Hornets @ Boston Celtics,Over,7.5,-118
2026-03-04,Moussa Diabate,Charlotte Hornets @ Boston Celtics,Under,7.5,-108
2026-03-04,Baylor Scheierman,Charlotte Hornets @ Boston Celtics,Over,7.5,-103
2026-03-04,Baylor Scheierman,Charlotte Hornets @ Boston Celtics,Under,7.5,-124
2026-03-04,Tyrese Maxey,Utah Jazz @ Philadelphia 76ers,Over,33.5,-108
2026-03-04,Tyrese Maxey,Utah Jazz @ Philadelphia 76ers,Under,33.5,-118
2026-03-04,Keyonte George,Utah Jazz @ Philadelphia 76ers,Over,20.5,-121
2026-03-04,Keyonte George,Utah Jazz @ Philadelphia 76ers,Under,20.5,-106
2026-03-04,Kelly Oubre Jr,Utah Jazz @ Philadelphia 76ers,Over,17.5,-105
2026-03-04,Kelly Oubre Jr,Utah Jazz @ Philadelphia 76ers,Under,17.5,-121
2026-03-04,Quentin Grimes,Utah Jazz @ Philadelphia 76ers,Over,16.5,-119
2026-03-04,Quentin Grimes,Utah Jazz @ Philadelphia 76ers,Under,16.5,-107
2026-03-04,Ace Bailey,Utah Jazz @ Philadelphia 76ers,Over,16.5,-103
2026-03-04,Ace Bailey,Utah Jazz @ Philadelphia 76ers,Under,16.5,-123
2026-03-04,Kyle Filipowski,Utah Jazz @ Philadelphia 76ers,Over,13.5,-114
2026-03-04,Kyle Filipowski,Utah Jazz @ Philadelphia 76ers,Under,13.5,-111
2026-03-04,Dominick Barlow,Utah Jazz @ Philadelphia 76ers,Over,9.5,-124
2026-03-04,Dominick Barlow,Utah Jazz @ Philadelphia 76ers,Under,9.5,-103
2026-03-04,Andre Drummond,Utah Jazz @ Philadelphia 76ers,Over,8.5,-121
2026-03-04,Andre Drummond,Utah Jazz @ Philadelphia 76ers,Under,8.5,-105
2026-03-04,Adem Bona,Utah Jazz @ Philadelphia 76ers,Over,5.5,-131
2026-03-04,Adem Bona,Utah Jazz @ Philadelphia 76ers,Under,5.5,103
2026-03-04,Deni Avdija,Portland Trail Blazers @ Memphis Grizzlies,Over,19.5,-109
2026-03-04,Deni Avdija,Portland Trail Blazers @ Memphis Grizzlies,Under,19.5,-117
2026-03-04,Jerami Grant,Portland Trail Blazers @ Memphis Grizzlies,Over,19.5,-105
2026-03-04,Jerami Grant,Portland Trail Blazers @ Memphis Grizzlies,Under,19.5,-121
2026-03-04,Jrue Holiday,Portland Trail Blazers @ Memphis Grizzlies,Over,17.5,-116
2026-03-04,Jrue Holiday,Portland Trail Blazers @ Memphis Grizzlies,Under,17.5,-110
2026-03-04,Donovan Clingan,Portland Trail Blazers @ Memphis Grizzlies,Over,13.5,-117
2026-03-04,Donovan Clingan,Portland Trail Blazers @ Memphis Grizzlies,Under,13.5,-109
2026-03-04,Toumani Camara,Portland Trail Blazers @ Memphis Grizzlies,Over,13.5,100
2026-03-04,Toumani Camara,Portland Trail Blazers @ Memphis Grizzlies,Under,13.5,-127
2026-03-04,Jaylen Wells,Portland Trail Blazers @ Memphis Grizzlies,Over,12.5,-106
2026-03-04,Jaylen Wells,Portland Trail Blazers @ Memphis Grizzlies,Under,12.5,-120
2026-03-04,G.G. Jackson,Portland Trail Blazers @ Memphis Grizzlies,Over,12.5,-105
2026-03-04,G.G. Jackson,Portland Trail Blazers @ Memphis Grizzlies,Under,12.5,-121
2026-03-04,Santi Aldama,Portland Trail Blazers @ Memphis Grizzlies,Over,11.5,-117
2026-03-04,Santi Aldama,Portland Trail Blazers @ Memphis Grizzlies,Under,11.5,-109
2026-03-04,Giannis Antetokounmpo,Atlanta Hawks @ Milwaukee Bucks,Over,26.5,-109
2026-03-04,Giannis Antetokounmpo,Atlanta Hawks @ Milwaukee Bucks,Under,26.5,-117
2026-03-04,Jalen Johnson,Atlanta Hawks @ Milwaukee Bucks,Over,20.5,-122
2026-03-04,Jalen Johnson,Atlanta Hawks @ Milwaukee Bucks,Under,20.5,-104
2026-03-04,Nickeil Alexander-Walker,Atlanta Hawks @ Milwaukee Bucks,Over,17.5,-113
2026-03-04,Nickeil Alexander-Walker,Atlanta Hawks @ Milwaukee Bucks,Under,17.5,-112
2026-03-04,C.J. McCollum,Atlanta Hawks @ Milwaukee Bucks,Over,17.5,-105
2026-03-04,C.J. McCollum,Atlanta Hawks @ Milwaukee Bucks,Under,17.5,-122
2026-03-04,Kevin Porter Jr.,Atlanta Hawks @ Milwaukee Bucks,Over,14.5,-127
2026-03-04,Kevin Porter Jr.,Atlanta Hawks @ Milwaukee Bucks,Under,14.5,100
2026-03-04,Onyeka Okongwu,Atlanta Hawks @ Milwaukee Bucks,Over,14.5,-121
2026-03-04,Onyeka Okongwu,Atlanta Hawks @ Milwaukee Bucks,Under,14.5,-105
2026-03-04,Jonathan Kuminga,Atlanta Hawks @ Milwaukee Bucks,Over,14.5,-106
2026-03-04,Jonathan Kuminga,Atlanta Hawks @ Milwaukee Bucks,Under,14.5,-120
2026-03-04,Ryan Rollins,Atlanta Hawks @ Milwaukee Bucks,Over,12.5,-122
2026-03-04,Ryan Rollins,Atlanta Hawks @ Milwaukee Bucks,Under,12.5,-105
2026-03-04,Bobby Portis,Atlanta Hawks @ Milwaukee Bucks,Over,10.5,-110
2026-03-04,Bobby Portis,Atlanta Hawks @ Milwaukee Bucks,Under,10.5,-116
2026-03-04,Dyson Daniels,Atlanta Hawks @ Milwaukee Bucks,Over,10.5,-104
2026-03-04,Dyson Daniels,Atlanta Hawks @ Milwaukee Bucks,Under,10.5,-123
2026-03-04,Myles Turner,Atlanta Hawks @ Milwaukee Bucks,Over,10.5,-101
2026-03-04,Myles Turner,Atlanta Hawks @ Milwaukee Bucks,Under,10.5,-127
2026-03-04,A.J. Green,Atlanta Hawks @ Milwaukee Bucks,Over,8.5,-122
2026-03-04,A.J. Green,Atlanta Hawks @ Milwaukee Bucks,Under,8.5,-105
2026-03-04,Ousmane Dieng,Atlanta Hawks @ Milwaukee Bucks,Over,8.5,102
2026-03-04,Ousmane Dieng,Atlanta Hawks @ Milwaukee Bucks,Under,8.5,-130
2026-03-04,Jock Landale,Atlanta Hawks @ Milwaukee Bucks,Over,7.5,-129
2026-03-04,Jock Landale,Atlanta Hawks @ Milwaukee Bucks,Under,7.5,101
2026-03-04,Kawhi Leonard,Indiana Pacers @ Los Angeles Clippers,Over,27.5,-118
2026-03-04,Kawhi Leonard,Indiana Pacers @ Los Angeles Clippers,Under,27.5,-108
2026-03-04,Pascal Siakam,Indiana Pacers @ Los Angeles Clippers,Over,20.5,-124
2026-03-04,Pascal Siakam,Indiana Pacers @ Los Angeles Clippers,Under,20.5,-103
2026-03-04,Bennedict Mathurin,Indiana Pacers @ Los Angeles Clippers,Over,19.5,-110
2026-03-04,Bennedict Mathurin,Indiana Pacers @ Los Angeles Clippers,Under,19.5,-115
2026-03-04,Andrew Nembhard,Indiana Pacers @ Los Angeles Clippers,Over,16.5,-112
2026-03-04,Andrew Nembhard,Indiana Pacers @ Los Angeles Clippers,Under,16.5,-114
2026-03-04,Darius Garland,Indiana Pacers @ Los Angeles Clippers,Over,13.5,-119
2026-03-04,Darius Garland,Indiana Pacers @ Los Angeles Clippers,Under,13.5,-107
2026-03-04,Derrick Jones,Indiana Pacers @ Los Angeles Clippers,Over,11.5,-126
2026-03-04,Derrick Jones,Indiana Pacers @ Los Angeles Clippers,Under,11.5,-101
2026-03-04,Brook Lopez,Indiana Pacers @ Los Angeles Clippers,Over,9.5,-108
2026-03-04,Brook Lopez,Indiana Pacers @ Los Angeles Clippers,Under,9.5,-118
2026-03-04,Kris Dunn,Indiana Pacers @ Los Angeles Clippers,Over,7.5,-118
2026-03-04,Kris Dunn,Indiana Pacers @ Los Angeles Clippers,Under,7.5,-108
2026-03-04,Kobe Sanders,Indiana Pacers @ Los Angeles Clippers,Over,6.5,-114
2026-03-04,Kobe Sanders,Indiana Pacers @ Los Angeles Clippers,Under,6.5,-112
2026-03-03,Brandon Miller,Dallas Mavericks @ Charlotte Hornets,Over,22.5,-120
2026-03-03,Brandon Miller,Dallas Mavericks @ Charlotte Hornets,Under,22.5,-107
2026-03-03,LaMelo Ball,Dallas Mavericks @ Charlotte Hornets,Over,20.5,-114
2026-03-03,LaMelo Ball,Dallas Mavericks @ Charlotte Hornets,Under,20.5,-111
2026-03-03,Kon Knueppel,Dallas Mavericks @ Charlotte Hornets,Over,19.5,-115
2026-03-03,Kon Knueppel,Dallas Mavericks @ Charlotte Hornets,Under,19.5,-111
2026-03-03,Brandon Williams,Dallas Mavericks @ Charlotte Hornets,Over,16.5,-116
2026-03-03,Brandon Williams,Dallas Mavericks @ Charlotte Hornets,Under,16.5,-110
2026-03-03,Miles Bridges,Dallas Mavericks @ Charlotte Hornets,Over,15.5,-111
2026-03-03,Miles Bridges,Dallas Mavericks @ Charlotte Hornets,Under,15.5,-115
2026-03-03,Max Christie,Dallas Mavericks @ Charlotte Hornets,Over,14.5,-124
2026-03-03,Max Christie,Dallas Mavericks @ Charlotte Hornets,Under,14.5,-103
2026-03-03,Khris Middleton,Dallas Mavericks @ Charlotte Hornets,Over,14.5,-101
2026-03-03,Khris Middleton,Dallas Mavericks @ Charlotte Hornets,Under,14.5,-126
2026-03-03,P.J. Washington,Dallas Mavericks @ Charlotte Hornets,Over,13.5,-117
2026-03-03,P.J. Washington,Dallas Mavericks @ Charlotte Hornets,Under,13.5,-109
2026-03-03,Moussa Diabate,Dallas Mavericks @ Charlotte Hornets,Over,10.5,-110
2026-03-03,Moussa Diabate,Dallas Mavericks @ Charlotte Hornets,Under,10.5,-116
2026-03-03,Daniel Gafford,Dallas Mavericks @ Charlotte Hornets,Over,9.5,-108
2026-03-03,Daniel Gafford,Dallas Mavericks @ Charlotte Hornets,Under,9.5,-118
2026-03-03,Grant Williams,Dallas Mavericks @ Charlotte Hornets,Over,6.5,-129
2026-03-03,Grant Williams,Dallas Mavericks @ Charlotte Hornets,Under,6.5,101
2026-03-03,Cade Cunningham,Detroit Pistons @ Cleveland Cavaliers,Over,25.5,-122
2026-03-03,Cade Cunningham,Detroit Pistons @ Cleveland Cavaliers,Under,25.5,-104
2026-03-03,James Harden,Detroit Pistons @ Cleveland Cavaliers,Over,21.5,-104
2026-03-03,James Harden,Detroit Pistons @ Cleveland Cavaliers,Under,21.5,-123
2026-03-03,Jalen Duren,Detroit Pistons @ Cleveland Cavaliers,Over,17.5,-127
2026-03-03,Jalen Duren,Detroit Pistons @ Cleveland Cavaliers,Under,17.5,100
2026-03-03,Jarrett Allen,Detroit Pistons @ Cleveland Cavaliers,Over,16.5,-121
2026-03-03,Jarrett Allen,Detroit Pistons @ Cleveland Cavaliers,Under,16.5,-105
2026-03-03,Evan Mobley,Detroit Pistons @ Cleveland Cavaliers,Over,16.5,-108
2026-03-03,Evan Mobley,Detroit Pistons @ Cleveland Cavaliers,Under,16.5,-118
2026-03-03,Jaylon Tyson,Detroit Pistons @ Cleveland Cavaliers,Over,13.5,-113
2026-03-03,Jaylon Tyson,Detroit Pistons @ Cleveland Cavaliers,Under,13.5,-112
2026-03-03,Tobias Harris,Detroit Pistons @ Cleveland Cavaliers,Over,13.5,-109
2026-03-03,Tobias Harris,Detroit Pistons @ Cleveland Cavaliers,Under,13.5,-117
2026-03-03,Sam Merrill,Detroit Pistons @ Cleveland Cavaliers,Over,12.5,-114
2026-03-03,Sam Merrill,Detroit Pistons @ Cleveland Cavaliers,Under,12.5,-112
2026-03-03,Duncan Robinson,Detroit Pistons @ Cleveland Cavaliers,Over,10.5,-126
2026-03-03,Duncan Robinson,Detroit Pistons @ Cleveland Cavaliers,Under,10.5,-101
2026-03-03,Dennis Schroder,Detroit Pistons @ Cleveland Cavaliers,Over,10.5,-109
2026-03-03,Dennis Schroder,Detroit Pistons @ Cleveland Cavaliers,Under,10.5,-117
2026-03-03,Ausar Thompson,Detroit Pistons @ Cleveland Cavaliers,Over,9.5,-113
2026-03-03,Ausar Thompson,Detroit Pistons @ Cleveland Cavaliers,Under,9.5,-113
2026-03-03,Isaiah Stewart II,Detroit Pistons @ Cleveland Cavaliers,Over,8.5,-111
2026-03-03,Isaiah Stewart II,Detroit Pistons @ Cleveland Cavaliers,Under,8.5,-115
2026-03-03,Ron Holland,Detroit Pistons @ Cleveland Cavaliers,Over,7.5,-104
2026-03-03,Ron Holland,Detroit Pistons @ Cleveland Cavaliers,Under,7.5,-122
2026-03-03,Dean Wade,Detroit Pistons @ Cleveland Cavaliers,Over,5.5,102
2026-03-03,Dean Wade,Detroit Pistons @ Cleveland Cavaliers,Under,5.5,-130
2026-03-03,Paolo Banchero,Washington Wizards @ Orlando Magic,Over,25.5,-113
2026-03-03,Paolo Banchero,Washington Wizards @ Orlando Magic,Under,25.5,-113
