threshold,bet_side,n_bets,hit_rate,avg_return_per_bet,total_units,return_vol,per_bet_sharpe,max_drawdown_units,avg_abs_edge,avg_model_prob_over,avg_market_prob_over,avg_points_line,meets_min_bets,diagnostic_type,scoring_role,line_bucket,market_prob_bucket,abs_edge_bucket,minutes_bucket,contact_bucket,matchup_pts_bucket,matchup_contact_bucket
0.025,,587.0,0.5008517887563884,-0.06302065477067505,-36.99312435038625,0.9373074957588499,-0.06723583781825317,-52.26238449207857,0.04838941225970229,0.48261871798515676,0.4996562790589297,11.980408858603067,True,line,,mid_line,,,,,,
0.1,,68.0,0.5,-0.0666300732287071,-4.530844979552083,0.9409658891442322,-0.07081029609830414,-10.697435022472419,0.1294396727598288,0.4107211247748203,0.4983374448107772,25.11764705882353,True,contact,,,,,,"(0.141, 0.293]",,
0.025,,409.0,0.49877750611246946,-0.06774306298014171,-27.706912758877962,0.9368288869273653,-0.07231103131579032,-31.088380370419426,0.048890845233423984,0.4818210672049226,0.4990917047174652,11.08435207823961,True,minutes,,,,,rotation_minutes,,,
0.025,Over,484.0,0.49793388429752067,-0.06918661247082135,-33.48632043587753,0.9366856275864239,-0.07386321561172646,-39.26519482918338,0.05170498298042505,0.5557815543857929,0.5040765714053679,13.02892561983471,True,side,,,,,,,,
0.025,,420.0,0.4976190476190476,-0.07106614850093006,-29.847782370390625,0.9353769908005128,-0.07597594253426133,-35.74442699870197,0.0532049136595397,0.4777025777546723,0.4994841380262437,14.39047619047619,True,matchup_pts,,,,,,,"(-0.872, 1.4]",
0.025,,393.0,0.4961832061068702,-0.07188784075760309,-28.25192141773801,0.9375057874576918,-0.0766798901077155,-33.500081983901325,0.055669668543936374,0.4747261893961894,0.4992350859228235,14.787531806615776,True,matchup_pts,,,,,,,"(-2.716, -0.872]",
0.05,,352.0,0.4943181818181818,-0.07369923615770535,-25.942131127512283,0.9390884045974294,-0.07847955080363164,-35.47422800455228,0.07520383137349776,0.4577732150176512,0.49940820696333715,17.545454545454547,True,minutes,,,,,starter_minutes,,,
0.025,,686.0,0.49416909620991256,-0.07409027534644749,-50.82592888766298,0.9384062650225558,-0.07895330424362272,-56.749898711466344,0.05666020495903263,0.4729512036994291,0.5000101178536666,15.76530612244898,True,minutes,,,,,starter_minutes,,,
0.05,,182.0,0.4945054945054945,-0.07451707686180353,-13.562107988848243,0.9394106714784697,-0.07932321733638235,-16.793243691489984,0.06921078522973574,0.4798562544103245,0.5004489197541171,11.659340659340659,True,role,rotation,,,,,,,
0.05,,274.0,0.4927007299270073,-0.07705233132339837,-21.11233878261115,0.9389465787355114,-0.082062529507446,-33.07529973812338,0.07630473019054242,0.44930636398376245,0.49864729377387856,18.222627737226276,True,line,,high_line,,,,,,
0.025,,468.0,0.4935897435897436,-0.07988796705123104,-37.387568579976126,0.9341828070294418,-0.08551641761130516,-54.040921275985596,0.0477287422970359,0.4874010876608398,0.4991090986381678,11.568376068376068,True,contact,,,,,,"(0.0038900000000000002, 0.0658]",,
0.05,,368.0,0.483695652173913,-0.08169829539678522,-30.064972706016963,0.9509676704677318,-0.08591069700256167,-34.601385897316135,0.07585667700038809,0.48508794477823947,0.5137621174265107,17.02173913043478,True,market_prob,,,market_slight_over,,,,,
0.075,,65.0,0.49230769230769234,-0.08198355637818956,-5.328931164582322,0.9403590671418606,-0.08718324653089318,-7.34464433944034,0.10056269401715737,0.44286168682785065,0.4993993966281686,17.46923076923077,True,matchup_pts,,,,,,,"(-0.872, 1.4]",
0.1,,50.0,0.48,-0.08261700790662303,-4.1308503953311515,0.9654538672844679,-0.08557323214106531,-6.736441316456052,0.12160949385597154,0.4564231313732551,0.5145439896131433,20.54,True,market_prob,,,market_slight_over,,,,,
